z,ObjID,cmodelMag_u,cmodelMag_r,ra,dec,absMagR
0.02384428,1237663277924941998,18.8982,17.92977,353.561715269569,0.485430225751949,-16.2509
0.02390522,1237661068189696019,18.56809,17.19996,185.481735415234,13.9064577631727,-18.1123
0.0239483,1237662239085559921,17.55478,16.38393,204.724853962996,10.6698419453326,-17.9188
0.02388475,1237663787962728727,19.24738,17.5575,139.67892203767,65.6931997680122,-20.0065
0.02400699,1237662528987791689,18.76018,17.72809,203.369962043278,13.4981668669368,-19.136
0.02384859,1237661070333050956,16.28924,14.68752,175.675358006196,15.3572968651452,-22.4547
0.02440693,1237655499740348566,18.23987,15.90289,208.555986117503,-1.46828083618155,-19.5626
0.02430194,1237653665793310771,19.75837,17.59288,144.446868559795,2.73595410309727,-19.1146
0.02397739,1237652934031442379,17.37796,16.18928,313.393089075383,-7.04760822120741,-18.6711
0.02427964,1237651272425406611,19.23796,17.52182,131.802955540035,54.8649015647117,-17.1316
0.0242866,1237650760246493259,17.19287,15.80278,187.853017085294,-3.66884307561311,-19.5639
0.02386893,1237648722843992100,16.69799,14.77497,186.020371924505,1.18979960200187,-21.0308
0.02401756,1237656241165566212,17.11841,15.07268,344.721739665198,13.3587385813255,-23.1885
0.02413867,1237651538720522352,17.42037,16.00484,226.527107371764,60.9293800433157,-18.3975
0.02396213,1237664338250170463,18.06052,15.64939,168.781438536028,36.4048983267625,-20.1348
0.02403773,1237663916808995029,16.19114,13.82364,135.578536138129,63.8055103892889,-22.7218
0.02393436,1237663457775583955,20.30503,18.78383,315.14938104779,0.0762011786229515,-16.1617
0.02402012,1237664338255282253,16.75617,14.89609,183.357026927368,37.6988712700788,-22.192
0.0238421,1237662223531507796,17.638,16.11805,187.621814956718,38.8214854875676,-18.0195
0.02399071,1237661974940221596,18.76,17.61194,193.440729732079,6.84446650496506,-16.791
0.02404325,1237661972802371724,18.20305,16.93394,199.360530098293,8.20303865547674,-17.9282
0.02391882,1237661968503734413,17.79727,16.13026,184.665098663978,43.5386449160499,-19.2322
0.02384841,1237661851469807696,16.54102,14.85294,186.211106530354,45.2619223712932,-21.5433
0.02400362,1237661434848346268,18.87995,16.91607,195.60073613794,47.4304972782434,-18.6764
0.02437512,1237661068190351526,16.32521,14.40103,187.028298356023,13.9117515031136,-22.7047
0.02391634,1237661068190351419,16.44441,13.99555,187.052213200477,13.8992253570832,-22.4996
0.02404389,1237664338255282281,18.93559,17.35926,183.220853504652,37.5553483529143,-18.3575
0.02397284,1237660771809689646,18.96344,16.72268,153.301032977167,39.2204396690345,-19.8532
0.02404559,1237660240314040486,19.54155,18.35269,50.8511822621356,-0.386306020452247,-16.2642
0.02446469,1237657776080486420,18.09606,16.39944,136.114125588411,41.4862003752053,-19.1959
0.02446708,1237657776080486417,16.49186,14.17167,136.089572758,41.4817338184754,-23.4805
0.02387724,1237657594608877827,17.74372,15.20716,116.492636564848,29.7153642857525,-21.8362
0.02423703,1237656496717955544,18.42225,17.48928,345.041474188571,14.9865789282759,-18.2374
0.02406507,1237655498670538957,18.45695,17.28216,217.573209500873,-2.19571703893085,-17.208
0.02412909,1237655493834965311,18.81836,16.81391,210.009185496548,-3.08510497825841,-19.2104
0.02409648,1237655464313159817,16.27223,14.31501,218.883073046621,57.6501319015534,-21.7886
0.02425937,1237655464313159757,18.46632,17.1152,218.594857072541,57.5679189033748,-17.4868
0.02436606,1237655126094250089,17.8659,16.13913,210.270591283143,5.10804184200724,-20.1692
0.02425592,1237654879665520904,19.75711,17.43375,220.075924049078,3.54416785806965,-19.4999
0.02447675,1237654879662309548,18.08022,16.36758,212.716239014802,3.92781665196023,-18.8819
0.0239956,1237654604782632972,17.08374,14.68922,145.7820150535,3.43005026126787,-21.8036
0.02397294,1237654604782502118,17.57712,15.62742,145.613345046142,3.34711637451031,-20.461
0.02403403,1237654601562259505,16.91718,14.5542,147.361090896525,4.00317220360447,-21.4043
0.02403768,1237654599953416243,16.99251,14.76229,151.513001149102,3.10980616311715,-21.3926
0.02399595,1237653652921647288,17.71276,16.08771,30.5980914947152,14.3484708316332,-19.3371
0.02401857,1237652944237887731,17.19853,14.76395,333.714125578428,13.7152540230947,-21.8018
0.02410954,1237652934034784551,16.78813,15.05855,321.053629079441,-8.05802594528826,-20.9362
0.02418592,1237651821637665004,16.77889,14.99135,220.588655914973,3.27084195926691,-21.7439
0.02401523,1237651250947293406,16.13833,14.20742,127.459630047163,48.7811205010514,-22.4731
0.02419128,1237651226245005567,17.81977,16.66504,257.93363182394,60.6230739857241,-18.2778
0.02439158,1237650797293142221,19.05156,17.65953,144.789089594128,0.984486504820871,-17.8308
0.02388938,1237649954404761730,17.10158,15.31964,22.5715061554099,14.6551657779764,-21.1298
0.02428168,1237648705679262064,17.93201,16.51982,248.363527518825,0.893945183198456,-18.0278
0.0240621,1237648705657569452,18.00519,16.70694,198.857188532658,0.973467901969733,-17.2954
0.02411415,1237648705120895059,16.94433,15.03288,199.294924548698,0.527560745977498,-21.6255
0.02400965,1237662236942336200,23.17246,20.4237,214.449820725647,8.21586354977293,-17.8944
0.02391126,1237661433771196584,19.79598,16.74348,184.099708001897,47.0264206653843,-20.3449
0.0240446,1237657776080486667,18.8537,17.39564,136.241506542471,41.4934513413589,-18.4984
0.0244097,1237656496717955312,18.14707,16.42083,345.01566911498,15.0196148771096,-20.4094
0.02436088,1237655493834834171,17.80274,15.51574,209.809395450231,-3.09477341275902,-20.9013
0.0240439,1237655493834834093,18.73647,16.26086,209.717509878379,-3.0086255380992,-19.8987
0.02405324,1237655125551743013,16.70186,13.99077,197.39514084831,4.95052516701661,-22.7409
0.02404202,1237655125550694410,18.09558,15.79416,194.908510268971,4.97568769000516,-20.3384
0.02407534,1237654605851656582,18.52035,16.93722,134.994993210322,3.47910832146794,-17.487
0.02443008,1237651272430321765,18.89894,17.45832,148.175306511601,62.2809700633445,-16.8181
0.02386411,1237651066280214731,18.76731,17.38109,189.184638776356,64.8547396389158,-17.0878
0.02434641,1237650372100096153,18.08128,16.74915,197.278031804701,-1.30751128039135,-19.3074
0.02408831,1237648704603160953,18.24378,16.57931,242.92196784805,0.0612934009954445,-18.3309
0.02389494,1237645943976034423,20.35751,18.53858,49.7301444934763,1.04613738709425,-16.3378
0.02418891,1237654604792660238,19.04384,17.22467,168.83211054483,4.20647095564935,-17.8714
0.02385667,1237664291011559770,18.51973,17.16372,207.118584775936,14.3187653946878,-18.0913
0.02385996,1237663788500582643,19.69487,16.92803,143.043787844801,67.570862506596,-20.0246
0.02388558,1237662531137830991,18.49857,16.37033,209.421033626711,14.7362666259526,-19.7523
0.02394878,1237662237469245702,18.2354,16.99739,191.559714327499,9.76858799612095,-20.0981
0.02396904,1237662224596271124,15.31307,13.13671,161.445573391092,37.2113095106984,-23.073
0.02403908,1237661971187630256,19.08142,17.41584,189.845560601423,7.14047618633155,-17.3522
0.02395522,1237661971187630133,17.3459,15.06182,189.71953520397,7.11506239217536,-21.8624
0.0238675,1237661959903969412,15.3635,13.04316,197.173889424171,52.7743173045762,-23.5523
0.02385988,1237661849859522569,18.09676,16.37799,187.176038610671,44.0981275281482,-18.549
0.02389869,1237661383843905806,19.04859,17.77871,139.939209454564,33.3992053489426,-17.0329
0.02397154,1237661357544046694,18.55239,16.62927,183.734658655137,47.5184386938735,-21.3238
0.02408294,1237661069264552097,18.64457,17.50325,188.170694341788,14.6948304913878,-17.1261
0.0238794,1237661069264552081,17.91279,16.76395,188.142073641569,14.5795353397575,-17.1522
0.02389811,1237661068186419323,18.4771,17.14979,177.834245539852,13.7407193971859,-17.1396
0.023964,1237661068186419265,18.10023,15.64526,177.745116357412,13.7731210634058,-20.1885
0.02389069,1237660752482402478,16.70679,14.29565,64.4037421958034,27.0676441428962,-23.1965
0.02404362,1237660024522736270,19.80977,17.57313,43.4214127073103,-1.24866409189135,-18.7812
0.02384395,1237660024522670309,18.39445,15.97238,43.2008583075923,-1.21936420959562,-20.3454
0.0239279,1237657589243642082,17.45145,14.93641,162.490163826949,51.8697872899013,-21.0994
0.02406364,1237657589243642072,18.00742,15.80697,162.490929325917,51.8415635737959,-20.1679
0.024119,1237657589243642046,19.88158,17.54728,162.399267991225,51.8579190742387,-18.352
0.02425479,1237657589243641908,17.79482,15.29346,162.3757666631,51.921480192664,-19.9885
0.02391982,1237657220950327434,17.4509,16.09235,165.545060679616,55.7242203758849,-18.4533
0.02385376,1237657220948426830,18.61702,17.39846,158.226152172682,54.1768400916303,-16.5595
0.02392634,1237657070092091498,19.96275,18.76178,42.6991045641458,-0.611748178899952,-15.622
0.02411783,1237655744550011010,16.56985,14.17124,211.936119905908,7.21601638256216,-22.2793
0.02435791,1237655498667524320,17.99325,16.76515,210.682012842184,-2.33454666483409,-18.0816
0.02387219,1237655494371967270,18.27505,17.507,210.291516263091,-2.53626077544556,-18.0781
0.02441707,1237655349428224109,18.09989,16.66082,238.543778632002,49.895035126488,-18.4946
0.02450837,1237654879126028650,18.63318,17.28782,214.002238240945,3.41964700690429,-19.6515
0.02394924,1237654611219710075,18.21978,17.27155,206.662822846453,64.4059213638136,-17.2147
0.02403673,1237654383585722496,17.66318,16.20201,129.228124493957,48.7264943264295,-18.8461
0.02421037,1237652944242803001,18.8129,17.24735,345.27609349267,14.8546391701918,-19.0765
0.02413586,1237652900758945950,17.56169,16.069,25.0603660209059,-9.3830221891207,-18.7963
0.02441394,1237651737911296099,17.33363,15.50429,195.719033587358,3.54899987954046,-21.9923
0.02417427,1237650369948614724,18.22267,16.85566,188.04162887007,-3.03757682568426,-17.5998
0.0243144,1237650369411547243,17.95432,16.55775,187.64809856405,-3.4664688815769,-18.4351
0.02170243,1237653665793376486,19.65468,17.71616,144.648911776456,2.66816877249298,-19.5456
0.02154442,1237664289391182016,17.79626,16.335,184.16955697661,14.0562765134007,-18.4452
0.02175925,1237663788500582818,18.96067,16.82687,143.025405121578,67.4687379122849,-19.1628
0.02181603,1237650762393518241,16.34458,14.599,186.809987362579,-2.03715607587323,-21.8283
0.02165666,1237648704585728192,18.78607,16.86624,203.1365087272,0.0608488037295259,-20.0928
0.02160495,1237660771809689612,18.18542,15.86765,153.191791439022,39.2254599763874,-20.9202
0.02227142,1237649962457497619,18.22169,17.04068,55.3226084110962,-6.55550288259274,-17.6822
0.02159465,1237663917877821714,18.41437,16.73148,120.770167540595,55.269223945858,-18.412
0.02157617,1237663788490948945,18.60978,16.90497,116.568455937104,49.932317714247,-18.6757
0.02177868,1237663275780276407,18.65552,17.34608,0.0134559782754877,-1.11303420864108,-17.5734
0.02156215,1237661951332319351,17.13341,15.67255,194.383541922973,13.472310755272,-19.629
0.0215397,1237661950787649745,18.58016,17.55318,176.094051427462,13.0102796449294,-18.8202
0.02177295,1237661356464865327,21.64603,17.37652,166.133031586365,45.1110372856292,-22.3607
0.02163574,1237661356464865320,14.79607,12.73844,166.153982361566,45.125193200792,-25.7583
0.02200824,1237661356464865319,16.85926,14.37078,166.114275217308,45.1285729629973,-22.9436
0.02176394,1237661356464799824,17.20847,15.48114,165.891926445243,45.1704108989031,-20.3008
0.02170089,1237661355931467788,16.29081,14.76998,177.319008417275,46.119617301528,-20.0519
0.02157827,1237661355927994429,15.26577,14.69427,166.283791979424,44.746424049016,-19.1971
0.02154604,1237661059574530116,20.12297,16.57145,50.4075547594111,41.3578109385544,-20.5886
0.02168579,1237659348026589196,17.63209,15.22563,200.056551819946,7.90779884165017,-21.3334
0.02169184,1237658205050634426,18.46183,16.52794,193.097566800403,50.1065627603127,-18.4175
0.02216817,1237657190367953009,16.63834,14.72616,359.056127443917,-0.54073553062582,-20.0949
0.02214443,1237654599953416329,18.32191,15.73335,151.534842310019,2.9690410685888,-20.2546
0.02195758,1237651495758528539,17.44955,15.86243,121.381286224274,46.7101019182931,-20.2322
0.02171507,1237651495758463058,18.62521,17.23233,121.316928193751,46.5818258914508,-18.1747
0.02180182,1237651273507209335,17.15862,13.82653,162.158087631865,66.3620864024928,-23.1528
0.02155961,1237649954404368629,18.43766,16.88804,21.6889369851344,14.6247839963189,-22.3438
0.02202788,1237649920042139900,18.7602,17.18078,21.2800624048829,14.6187585487701,-17.7719
0.02219553,1237648722295849051,18.37871,15.94067,160.255075724703,0.632638578281369,-22.1983
0.02227835,1237648703512772784,17.4257,16.19145,204.964457226597,-0.753079660372601,-17.7055
0.02168671,1237661382230802647,18.5848,17.68666,134.751160607062,29.5987699415628,-18.0671
0.02229583,1237651538711216199,19.93163,18.36756,179.00574076682,67.2329280367625,-17.443
0.02174812,1237664815521857633,18.50337,17.14249,199.281504974321,9.67657783240737,-17.4537
0.02171217,1237664338779242616,19.03229,17.57393,147.836059347573,31.9802349599607,-16.8349
0.02173135,1237664290467414120,17.92653,16.50888,189.933908718506,14.870356520554,-18.8796
0.02165877,1237663916264784126,17.52331,15.36676,118.119657008144,49.838780682211,-20.6739
0.02161733,1237663916263997886,16.20313,14.5591,116.934804891765,48.2230340030776,-21.572
0.02162335,1237663788496846983,16.71409,14.46726,129.138630899337,61.3197206098095,-22.3129
0.02169988,1237663783678967846,16.1685,13.50309,42.1612230279286,-0.271527762569978,-23.1038
0.02159827,1237663783145505435,20.73951,18.98463,49.9966811894661,-0.824733709967812,-17.56
0.02164089,1237663783142096968,15.49089,13.19944,42.2116652988282,-0.767390479930119,-24.3767
0.02154987,1237662619725005230,18.11647,16.77055,240.256314456539,29.2242425723788,-17.714
0.02177869,1237662534892978263,17.80094,15.83433,227.989795662917,11.5539644332529,-17.939
0.02167872,1237662526843912470,18.90275,17.40233,195.272119266784,15.7522201759154,-18.5577
0.02177103,1237662526843912248,17.00451,14.73244,195.198363560393,15.7046114816167,-21.5831
0.02160746,1237662223523381354,17.71004,15.65597,164.023669297558,36.9600311101907,-20.6067
0.02180337,1237662223523315810,15.71935,13.35183,163.980246767949,36.8615223906618,-23.4464
0.02167407,1237661972265697303,16.0557,13.66326,199.77602792426,7.83101214661759,-22.2801
0.02167121,1237661971181207566,18.85697,17.19574,174.922215846508,7.07502172267037,-18.7175
0.02170877,1237661816024531218,18.51813,17.25441,195.139660528865,11.6564346222177,-17.7395
0.02163744,1237661813882552384,21.97356,18.95213,178.149021831416,13.4599673086527,-19.5639
0.0217841,1237661382230868016,19.0771,17.03579,134.916340923701,29.6892687703268,-18.2809
0.02171457,1237661354314825867,18.07284,16.53133,171.85494775153,57.736312716046,-18.1978
0.02166458,1237661069254131747,17.57548,15.33406,163.541700849865,13.7320139528632,-20.4617
0.02157583,1237661068180258855,17.34243,16.38835,163.345198341813,12.7740516894308,-18.3139
0.02180745,1237661068180258830,17.80621,16.79729,163.32163350895,12.7774399743131,-17.4308
0.02177673,1237661064414232728,18.27012,17.57153,144.991741338577,9.17869179714381,-16.6443
0.02154518,1237661055281725940,16.60192,13.61831,49.5937579302405,41.4097847524512,-23.6231
0.02164788,1237660963479224470,17.74132,16.43137,144.368103503159,38.4806568423501,-18.5219
0.02179025,1237660960793886794,19.14478,17.97036,143.216595434598,35.5504339162545,-16.52
0.02202139,1237660771809624256,19.04818,16.82595,153.125110950105,39.1624522574293,-18.3651
0.02202547,1237660771809624244,18.68375,16.85297,153.131777416285,39.1077963221078,-19.4084
0.02180069,1237660764304965939,18.32067,17.11503,139.509662290669,34.7843287511451,-17.7149
0.02153808,1237660764304965930,18.00114,16.86103,139.513417763754,34.7607859927262,-17.887
0.021648,1237660670887461007,19.35674,17.76258,145.314306045415,10.1062963082238,-18.7488
0.02229947,1237660024522670592,19.86374,17.79791,43.1488402843532,-1.23242884103774,-18.6542
0.02163714,1237659161736839592,19.428,17.58506,238.334198190141,42.1265774786434,-17.6872
0.0216862,1237658614126936161,17.78248,15.47675,163.723786394811,48.9445449825726,-19.9288
0.02172312,1237658203968438295,17.48842,14.93844,163.673074257731,47.4519443823188,-21.1878
0.02210648,1237658203968438293,16.17446,13.56129,163.658507631122,47.4702935847679,-22.5712
0.02193918,1237657856606011641,19.19251,17.67607,165.860761931152,50.8337626802598,-19.2223
0.0216744,1237657629505880110,17.01495,14.73428,119.210327463536,28.3758389914342,-21.5062
0.02213931,1237657629505815174,18.26414,16.95495,119.174233728959,28.371902311632,-17.8969
0.02228761,1237657628993454105,18.39514,17.13397,189.110363045245,52.1962334751575,-17.0745
0.02230469,1237657628993323085,19.50034,17.67098,188.575180707143,52.1632170540511,-17.2745
0.02218493,1237657627912634522,17.86597,16.35647,163.792804383313,49.3714870320498,-18.8934
0.0217343,1237657611802837100,17.43275,15.56896,179.073786349576,57.2996180254792,-21.9098
0.0220886,1237657587097993475,19.23775,18.42451,40.9158650377563,0.667267778860671,-15.7879
0.02157944,1237657587096748338,20.66578,19.14513,38.01520298954,0.806871446996678,-16.1372
0.02176699,1237657587096748261,18.37412,16.59444,38.0811673452876,0.671972474791522,-18.7251
0.02176688,1237657587096552157,19.11619,18.87763,37.6249447895564,0.790357945015317,-19.0321
0.02207623,1237656538589757733,18.63068,17.64877,343.909063312203,-9.27232883005846,-16.2223
0.02170588,1237656242768904308,18.09798,15.56489,327.614804710008,12.6361983975491,-20.7393
0.02176538,1237655499737923694,17.29552,15.32503,203.031054527197,-1.69676792127936,-21.7192
0.02206955,1237655499737858124,17.8451,15.37145,202.859560717331,-1.6853389591288,-22.8583
0.02157378,1237655499737858054,16.48979,13.67226,202.831932710169,-1.61504805719252,-22.854
0.02169,1237655499737792897,19.32989,16.95125,202.816613247965,-1.64391305719695,-19.4676
0.02232615,1237655498127900801,18.26385,16.33881,204.388592257858,-2.87367712960077,-20.5162
0.02181762,1237655494905823450,19.1575,17.12642,203.499002822986,-2.28446160662159,-18.5295
0.02230073,1237655494905823363,19.1637,17.68147,203.388427324004,-2.27591272218529,-17.6085
0.02176297,1237655494368952334,16.5463,14.3381,203.419224500101,-2.74227056148119,-22.0446
0.02188364,1237654879667486915,18.42761,17.21033,224.535780609194,3.42802582024697,-17.4766
0.02220169,1237654604791021816,17.21417,14.51686,165.098211383252,4.19652970616558,-21.7694
0.02192761,1237654604261032081,19.04216,17.16442,180.758352558722,4.11860026011749,-18.5911
0.02181446,1237654600497168491,18.02019,16.63162,167.278307558544,3.92782238866873,-17.8327
0.02206074,1237654600496447571,16.79594,15.24065,165.635439999809,4.06148793623537,-20.2282
0.02219331,1237654600496382219,19.16915,17.70346,165.475602155635,4.04642313041237,-17.3719
0.0220224,1237654599958265952,16.64607,15.33022,162.571882713585,3.51260030061122,-21.1251
0.02183281,1237653665796522215,18.17222,16.50316,151.806925518382,2.90251903004745,-20.6928
0.02201468,1237653665262403690,18.40637,15.98931,158.111902524996,2.55504449463511,-19.8298
0.02182789,1237652901845598378,20.71977,20.49235,54.5659064085026,-5.6588832025489,-16.0488
0.02214921,1237652901845598221,17.39944,16.20707,54.5540359493199,-5.54042421155507,-18.2179
0.02217131,1237652901845532783,18.36695,17.61641,54.4532139104381,-5.66628553866752,-16.7368
0.02218697,1237652901308596391,16.83923,15.16633,54.3797343096039,-5.92636117761594,-19.2904
0.02227587,1237652900763336814,18.36579,16.69455,35.2318173614752,-8.59486677845121,-18.7006
0.0217257,1237652900745380063,18.67937,17.44014,353.616075108703,-9.76724049149941,-17.4331
0.02214144,1237652629641298087,18.48044,16.08434,13.6279043085606,-10.1884045159395,-18.7635
0.02660641,1237656494033273225,18.08038,16.02413,344.412932452357,12.915834269719,-20.7341
0.02634682,1237656494033273322,19.83038,17.89816,344.454839802744,12.8743754324726,-15.9421
0.02621845,1237664668964225155,18.53292,17.65638,135.491900626879,28.9713335900569,-16.1603
0.02633103,1237664338785337452,17.86475,16.8204,163.898250973708,36.1952588200293,-17.6212
0.02629647,1237663784207056948,16.27654,14.61736,22.1262813944621,0.00403058070127296,-22.5363
0.02618083,1237663275775099041,18.02241,16.77667,348.152595199882,-1.18683809164498,-17.6932
0.02626624,1237663275775098883,17.19425,14.81141,348.101127262219,-1.17935288925946,-21.7348
0.02633668,1237662226224382008,15.48133,15.78683,212.508589436658,37.5483305958129,-24.9008
0.0263038,1237662226224382000,14.63569,14.57819,212.508780649154,37.5509685248129,-25.3688
0.02639761,1237661383306838192,19.31788,17.46133,139.594747046157,32.9345714739602,-17.7193
0.02620782,1237660241386340920,23.07386,21.19903,47.5860268985966,0.483364019144258,-16.5667
0.02625374,1237660241386275048,18.60548,17.36316,47.3867639044437,0.616082732286407,-19.5446
0.02638208,1237658205583376561,19.02586,17.25175,178.192564508778,50.6206074019058,-17.9951
0.02623655,1237657630060052733,17.82297,16.18696,162.862747754491,51.0099738369779,-18.4343
0.02673142,1237657070092026166,19.52851,18.87538,42.6374255379593,-0.612200649052577,-18.6064
0.02654896,1237656243308462566,18.65716,16.73201,333.814788634388,14.0164528819839,-19.3923
0.02656152,1237656243308462459,18.5322,17.05799,333.788896307258,13.8037172077462,-18.5922
0.02637162,1237656243308396995,19.40601,16.74313,333.685444540792,13.9768637212187,-19.2788
0.02665465,1237656243308396723,19.72896,16.7043,333.663510033117,13.8222198981439,-19.6312
0.02616662,1237656243308396714,16.42635,13.38433,333.687457110376,13.8465092023368,-23.3006
0.02620695,1237655498130391289,16.78728,14.19729,210.12523583497,-2.81062860734634,-21.7178
0.02626897,1237655493834899635,18.29579,16,209.938627114353,-3.08854733584343,-20.3593
0.02680923,1237654879665783015,19.33132,17.09154,220.685630528953,3.61941831410985,-18.5224
0.02632875,1237654879665783013,19.33257,16.88824,220.67814239148,3.48920114300268,-19.0442
0.02631541,1237654879665586493,17.7709,15.39445,220.275591755239,3.66111945149455,-21.1668
0.02619161,1237654879665586226,20.65759,17.69693,220.21091749015,3.46720775321377,-20.4612
0.02665093,1237654879665586216,19.98678,13.15422,220.162570292693,3.46972095191294,-24.3162
0.026856,1237654879665586206,18.93122,16.21846,220.144006993142,3.4704563776902,-19.8279
0.02625895,1237654879665258521,19.60596,17.08039,219.416100661735,3.53775447873371,-18.7788
0.02620794,1237654879128256787,19.02651,17.76854,219.096088113153,3.27211261955459,-17.8988
0.02637839,1237652599023141374,16.21336,13.86173,309.480382099883,-6.30006326161292,-22.7975
0.0261575,1237651821638123652,18.74494,16.95867,221.620213606939,3.23675398299785,-19.0346
0.02654445,1237651821637665080,19.71865,17.73878,220.544537656282,3.37465140334976,-17.8101
0.02636031,1237651821637468191,16.33386,13.5557,220.157899077438,3.37703418594248,-23.4123
0.02616493,1237651821637402894,19.11654,17.49046,219.94133029412,3.3069756861706,-19.7806
0.02647645,1237651821637402644,18.71923,16.11718,219.954566967324,3.35152097708979,-20.5212
0.02637503,1237650761319645424,18.91132,17.3984,186.536557157932,-2.87389370671059,-17.5222
0.0266979,1237650369407025444,18.95223,17.47102,177.388005680363,-3.43457402464964,-17.1794
0.02657746,1237648722843992228,16.72722,14.9908,186.049368303853,1.21302309750747,-21.4653
0.0263642,1237648722300567644,16.14675,14.55594,171.077665180372,0.643735520977536,-22.0086
0.0261616,1237648722300567578,16.48033,14.61252,171.038258288535,0.700570310715319,-20.8679
0.0262329,1237648705128890442,18.21488,15.88367,217.562410131463,0.621383870179971,-20.7306
0.02616484,1237664672181649547,18.47405,16.74493,202.627457914487,35.4782309822837,-18.909
0.02629979,1237657873254908123,18.70408,16.66383,140.165260638366,39.3460799933492,-19.1106
0.02624748,1237657855534432338,18.15071,16.6582,173.721084346976,51.0915078081719,-20.1667
0.0263468,1237657628977463449,19.00685,17.42104,137.347452367106,40.800362891353,-16.9034
0.02626779,1237655464859533443,17.43601,15.95625,245.433336506073,43.7385374079427,-19.0449
0.02639036,1237654880737296616,18.79925,16.29842,215.647459351145,4.5475422665728,-20.0041
0.02671912,1237654880737296554,17.05083,14.90134,215.540477480181,4.52114485753209,-22.3748
0.02637885,1237652942634418408,17.11215,14.69575,350.564042612147,14.0807401538397,-23.0995
0.02666598,1237651822709047481,18.20307,16.25384,215.197947069383,4.37019718887841,-19.9003
0.02625535,1237651752402288792,18.16187,16.75812,185.930377960598,1.31109107838868,-18.5294
0.02643145,1237651752402288768,17.38634,15.26593,185.916032442937,1.32376135325766,-20.7033
0.026712,1237651226783318339,17.74142,15.6698,260.584385277001,57.6122403017265,-21.0403
0.02636243,1237650760243151035,17.98382,16.52983,180.243267946192,-3.68786428488807,-18.1425
0.02640057,1237649921118896401,17.41323,16.1988,28.4611053530729,14.7644964362428,-21.8367
0.02661401,1237649921118830823,18.79784,17.173,28.3571988501936,14.7565062308427,-18.1392
0.02670246,1237649918972330209,18.38308,16.86734,30.4632843851377,12.8842519660228,-18.3014
0.02618548,1237648721759568007,17.76595,16.21221,161.667075906535,0.357534585218813,-19.5687
0.02626734,1237648720698671343,17.76599,16.24868,191.025185081729,-0.605360314201284,-19.4733
0.0265715,1237648720175693853,16.09394,13.69023,222.677344218674,-0.875801324581097,-22.3522
0.0266113,1237648704592543756,18.62366,16.90844,218.649079391485,0.0755267527244781,-18.1492
0.02676367,1237648703514411038,17.07273,15.20347,208.641220184519,-0.77660804717532,-20.8055
0.02667696,1237649918434082948,17.25459,15.86606,27.153790181925,12.7061316715054,-19.2025
0.02631266,1237662238554587221,18.24011,16.80864,218.387125798609,9.18592482264704,-18.7507
0.02618022,1237654605315703126,17.1311,15.4004,137.150113848024,3.2170774988185,-23.2864
0.02628449,1237664871364821090,18.13197,16.10675,153.34391019374,31.7444017036717,-22.0262
0.0263213,1237664289393279241,18.13999,16.82084,189.061303598879,14.0136291174113,-17.6533
0.02636434,1237664093439721602,18.75636,17.03026,137.9915640557,29.950241463029,-18.491
0.02632061,1237664092365062164,18.40867,16.36887,136.308971066912,28.2247237022819,-20.3189
0.02632544,1237663918416330847,18.18696,15.48863,124.062943480097,58.5898155151956,-20.8966
0.02628387,1237663917880246574,20.66723,17.98507,126.564870554657,59.8022213190333,-17.6883
0.02627167,1237663917879132373,18.84388,16.8899,123.88707546389,57.6683123762136,-18.9291
0.02625112,1237663917879001357,17.22879,15.23547,123.454193996761,57.5670671117511,-20.6409
0.02621394,1237663917342523585,18.08448,15.64255,125.032310856286,58.0339653159359,-21.7546
0.02632646,1237663788495077455,18.90188,17.17036,124.519824677241,58.0897465057321,-19.7711
0.02638999,1237663788494880944,17.68388,14.45495,124.06206019094,57.709393765229,-22.2757
0.02636588,1237663787959910605,15.76218,13.85638,129.916288008032,60.9689753060744,-22.9371
0.02624926,1237665129063710741,17.06142,14.45065,140.008886446208,26.9305237827562,-21.1483
0.02636096,1237663782595657831,18.05124,16.39328,20.3025511490142,-1.12589467020486,-19.1683
0.0263385,1237663543143170923,19.44705,18.88614,323.636436638441,-0.169442720696729,-17.6947
0.02621193,1237663530262331696,18.27718,17.71878,132.425855547052,58.4757374911643,-16.7192
0.0261558,1237663530261020795,19.2377,17.18213,128.531569113348,56.1537295292049,-17.7573
0.02635278,1237663479795089708,18.09951,15.937,332.112088688817,0.459235998774755,-20.1014
0.0262438,1237662664297152954,18.84924,16.9715,253.543250574815,18.4899766259596,-19.4792
0.02625918,1237662637975667485,18.7305,17.70194,216.372151054032,13.7251738930817,-18.1907
0.02638927,1237662636365775224,18.63755,17.40608,217.846840560923,12.2314957432265,-16.6206
0.0261602,1237662636364136742,18.97205,17.49119,214.039102446049,12.5619575308446,-16.6684
0.02618396,1237662238554521824,18.61946,16.98881,218.206646048714,9.08632513630473,-17.6619
0.02617661,1237662195610747050,18.97666,17.45428,216.433855658348,38.9110368944038,-18.0912
0.0263251,1237661949717643340,17.05169,14.53307,184.850859045972,12.3013752730735,-22.8442
0.02626018,1237661874023104706,18.30158,16.56868,213.15248970743,42.5060011159924,-19.2532
0.02630076,1237661434311278742,18.62157,17.37015,194.825579521574,46.8784907024184,-17.1981
0.026216,1237661150846976069,17.75897,16.46155,213.296678683829,45.9584835949646,-18.0485
0.02625961,1237661069262585891,15.48986,13.43699,183.527185225107,14.725811316514,-22.7976
